Region,,,China,EU27,India,RoW,Russia,USA
Level,,,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category
Item,,,Final consumption,Final consumption,Final consumption,Final consumption,Final consumption,Final consumption
EU27,Activity,Quarrying of stone,0.0,0.0,0.0,0.0,0.0,0.0
EU27,Activity,Raw milk,0.0,0.0,0.0,0.0,0.0,0.0
EU27,Activity,Re-processing of ash into clinker,0.0,0.0,0.0,0.0,0.0,0.0
EU27,Activity,Re-processing of secondary aluminium into new aluminium,0.0,0.0,0.0,0.0,0.0,0.0
EU27,Activity,Re-processing of secondary construction material into aggregates,0.0,0.0,0.0,0.0,0.0,0.0
EU27,Activity,Re-processing of secondary copper into new copper,0.0,0.0,0.0,0.0,0.0,0.0
EU27,Activity,Re-processing of secondary glass into new glass,0.0,0.0,0.0,0.0,0.0,0.0
EU27,Activity,Re-processing of secondary lead into new lead,0.0,0.0,0.0,0.0,0.0,0.0
EU27,Activity,Re-processing of secondary other non-ferrous metals into new other non-ferrous metals,0.0,0.0,0.0,0.0,0.0,0.0
EU27,Activity,Re-processing of secondary paper into new pulp,0.0,0.0,0.0,0.0,0.0,0.0
EU27,Activity,Re-processing of secondary plastic into new plastic,0.0,0.0,0.0,0.0,0.0,0.0
EU27,Activity,Re-processing of secondary preciuos metals into new preciuos metals,0.0,0.0,0.0,0.0,0.0,0.0
EU27,Activity,Re-processing of secondary steel into new steel,0.0,0.0,0.0,0.0,0.0,0.0
EU27,Activity,Re-processing of secondary wood material into new wood material,0.0,0.0,0.0,0.0,0.0,0.0
EU27,Activity,Real estate activities (70),0.0,0.0,0.0,0.0,0.0,0.0
EU27,Activity,"Recreational, cultural and sporting activities (92)",0.0,0.0,0.0,0.0,0.0,0.0
EU27,Activity,Recycling of bottles by direct reuse,0.0,0.0,0.0,0.0,0.0,0.0
EU27,Activity,Recycling of waste and scrap,0.0,0.0,0.0,0.0,0.0,0.0
EU27,Activity,Renting of machinery and equipment without operator and of personal and household goods (71),0.0,0.0,0.0,0.0,0.0,0.0
EU27,Activity,Research and development (73),0.0,0.0,0.0,0.0,0.0,0.0
EU27,Activity,Retail sale of automotive fuel,0.0,0.0,0.0,0.0,0.0,0.0
EU27,Activity,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)",0.0,0.0,0.0,0.0,0.0,0.0
EU27,Activity,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries",0.0,0.0,0.0,0.0,0.0,0.0
EU27,Activity,Sea and coastal water transport,0.0,0.0,0.0,0.0,0.0,0.0
EU27,Activity,Steam and hot water supply,0.0,0.0,0.0,0.0,0.0,0.0
EU27,Activity,Sugar refining,0.0,0.0,0.0,0.0,0.0,0.0
EU27,Activity,Supporting and auxiliary transport activities; activities of travel agencies (63),0.0,0.0,0.0,0.0,0.0,0.0
EU27,Activity,"Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear (19)",0.0,0.0,0.0,0.0,0.0,0.0
EU27,Activity,Transmission of electricity,0.0,0.0,0.0,0.0,0.0,0.0
EU27,Activity,Transport via pipelines,0.0,0.0,0.0,0.0,0.0,0.0
EU27,Activity,Transport via railways,0.0,0.0,0.0,0.0,0.0,0.0
EU27,Activity,"Waste water treatment, food",0.0,0.0,0.0,0.0,0.0,0.0
EU27,Activity,"Waste water treatment, other",0.0,0.0,0.0,0.0,0.0,0.0
EU27,Activity,"Wholesale trade and commission trade, except of motor vehicles and motorcycles (51)",0.0,0.0,0.0,0.0,0.0,0.0
EU27,Activity,"Wool, silk-worm cocoons",0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Activities auxiliary to financial intermediation (67),0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Activities of membership organisation n.e.c. (91),0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Air transport (62),0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Aluminium production,0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Animal products nec,0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,"Biogasification of food waste, incl. land application",0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,"Biogasification of paper, incl. land application",0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,"Biogasification of sewage slugde, incl. land application",0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Blast furnace gas production,0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Casting of metals,0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Cattle farming,0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Chemicals nec,0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,"Collection, purification and distribution of water (41)",0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,"Composting of food waste, incl. land application",0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,"Composting of paper and wood, incl. land application",0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Computer and related activities (72),0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Construction (45),0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Copper production,0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Cultivation of cereal grains nec,0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Cultivation of crops nec,0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Cultivation of oil seeds,0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Cultivation of paddy rice,0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Cultivation of plant-based fibers,0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,"Cultivation of sugar cane, sugar beet",0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,"Cultivation of vegetables, fruit, nuts",0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Cultivation of wheat,0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Distribution and trade of electricity,0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Distribution of gaseous fuels through mains,0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Education (80),0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Extra-territorial organizations and bodies,0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,"Extraction of natural gas and services related to natural gas extraction, excluding surveying",0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,"Extraction, liquefaction, and regasification of other petroleum and gaseous materials",0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,"Financial intermediation, except insurance and pension funding (65)",0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,"Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing (05)",0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,"Forestry, logging and related service activities (02)",0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Health and social work (85),0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Hotels and restaurants (55),0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Incineration of waste: Food,0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Incineration of waste: Metals and Inert materials,0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Incineration of waste: Oil/Hazardous waste,0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Incineration of waste: Paper,0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Incineration of waste: Plastic,0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Incineration of waste: Textiles,0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Incineration of waste: Wood,0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Inland water transport,0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,"Insurance and pension funding, except compulsory social security (66)",0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Landfill of waste: Food,0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Landfill of waste: Inert/metal/hazardous,0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Landfill of waste: Paper,0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Landfill of waste: Plastic,0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Landfill of waste: Textiles,0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Landfill of waste: Wood,0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,"Lead, zinc and tin production",0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Manufacture of basic iron and steel and of ferro-alloys and first products thereof,0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Manufacture of beverages,0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,"Manufacture of bricks, tiles and construction products, in baked clay",0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,"Manufacture of cement, lime and plaster",0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Manufacture of ceramic goods,0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Manufacture of coke oven products,0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Manufacture of electrical machinery and apparatus n.e.c. (31),0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,"Manufacture of fabricated metal products, except machinery and equipment (28)",0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Manufacture of fish products,0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Manufacture of furniture; manufacturing n.e.c. (36),0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Manufacture of gas;,0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Manufacture of glass and glass products,0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Manufacture of machinery and equipment n.e.c. (29),0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,"Manufacture of medical, precision and optical instruments, watches and clocks (33)",0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,"Manufacture of motor vehicles, trailers and semi-trailers (34)",0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Manufacture of office machinery and computers (30),0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Manufacture of other non-metallic mineral products n.e.c.,0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Manufacture of other transport equipment (35),0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,"Manufacture of radio, television and communication equipment and apparatus (32)",0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Manufacture of rubber and plastic products (25),0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Manufacture of textiles (17),0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Manufacture of tobacco products (16),0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Manufacture of wearing apparel; dressing and dyeing of fur (18),0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials (20)",0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Manufacturing of electrolyser,0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Manufacturing of steam reformer,0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,"Manure treatment (biogas), storage and land application",0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,"Manure treatment (conventional), storage and land application",0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Meat animals nec,0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Mining of aluminium ores and concentrates,0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,"Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c.",0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Mining of coal and lignite; extraction of peat (10),0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Mining of copper ores and concentrates,0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Mining of iron ores,0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,"Mining of lead, zinc and tin ores and concentrates",0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Mining of nickel ores and concentrates,0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Mining of other non-ferrous metal ores and concentrates,0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Mining of precious metal ores and concentrates,0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Mining of uranium and thorium ores (12),0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,N-fertiliser,0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Other business activities (74),0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Other land transport,0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Other non-ferrous metal production,0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Other service activities (93),0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,P- and other fertiliser,0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Paper,0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Petroleum Refinery,0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Pigs farming,0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,"Plastics, basic",0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Post and telecommunications (64),0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Poultry farming,0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Precious metals production,0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Private households with employed persons (95),0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Processed rice,0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Processing of Food products nec,0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Processing of dairy products,0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Processing of meat cattle,0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Processing of meat pigs,0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Processing of meat poultry,0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Processing of nuclear fuel,0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Processing vegetable oils and fats,0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Production of electricity by Geothermal,0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Production of electricity by biomass and waste,0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Production of electricity by coal,0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Production of electricity by gas,0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Production of electricity by hydro,0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Production of electricity by nuclear,0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Production of electricity by petroleum and other oil derivatives,0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Production of electricity by solar photovoltaic,0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Production of electricity by solar thermal,0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,"Production of electricity by tide, wave, ocean",0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Production of electricity by wind,0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Production of electricity nec,0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Production of meat products nec,0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Public administration and defence; compulsory social security (75),0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,"Publishing, printing and reproduction of recorded media (22)",0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Pulp,0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Quarrying of sand and clay,0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Quarrying of stone,0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Raw milk,0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Re-processing of ash into clinker,0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Re-processing of secondary aluminium into new aluminium,0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Re-processing of secondary construction material into aggregates,0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Re-processing of secondary copper into new copper,0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Re-processing of secondary glass into new glass,0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Re-processing of secondary lead into new lead,0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Re-processing of secondary other non-ferrous metals into new other non-ferrous metals,0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Re-processing of secondary paper into new pulp,0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Re-processing of secondary plastic into new plastic,0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Re-processing of secondary preciuos metals into new preciuos metals,0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Re-processing of secondary steel into new steel,0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Re-processing of secondary wood material into new wood material,0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Real estate activities (70),0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,"Recreational, cultural and sporting activities (92)",0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Recycling of bottles by direct reuse,0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Recycling of waste and scrap,0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Renting of machinery and equipment without operator and of personal and household goods (71),0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Research and development (73),0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Retail sale of automotive fuel,0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)",0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries",0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Sea and coastal water transport,0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Steam and hot water supply,0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Sugar refining,0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Supporting and auxiliary transport activities; activities of travel agencies (63),0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,"Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear (19)",0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Transmission of electricity,0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Transport via pipelines,0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,Transport via railways,0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,"Waste water treatment, food",0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,"Waste water treatment, other",0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,"Wholesale trade and commission trade, except of motor vehicles and motorcycles (51)",0.0,0.0,0.0,0.0,0.0,0.0
India,Activity,"Wool, silk-worm cocoons",0.0,0.0,0.0,0.0,0.0,0.0
RoW,Activity,Activities auxiliary to financial intermediation (67),0.0,0.0,0.0,0.0,0.0,0.0
RoW,Activity,Activities of membership organisation n.e.c. (91),0.0,0.0,0.0,0.0,0.0,0.0
RoW,Activity,Air transport (62),0.0,0.0,0.0,0.0,0.0,0.0
RoW,Activity,Aluminium production,0.0,0.0,0.0,0.0,0.0,0.0
RoW,Activity,Animal products nec,0.0,0.0,0.0,0.0,0.0,0.0
RoW,Activity,"Biogasification of food waste, incl. land application",0.0,0.0,0.0,0.0,0.0,0.0
RoW,Activity,"Biogasification of paper, incl. land application",0.0,0.0,0.0,0.0,0.0,0.0
RoW,Activity,"Biogasification of sewage slugde, incl. land application",0.0,0.0,0.0,0.0,0.0,0.0
RoW,Activity,Blast furnace gas production,0.0,0.0,0.0,0.0,0.0,0.0
RoW,Activity,Casting of metals,0.0,0.0,0.0,0.0,0.0,0.0
RoW,Activity,Cattle farming,0.0,0.0,0.0,0.0,0.0,0.0
RoW,Activity,Chemicals nec,0.0,0.0,0.0,0.0,0.0,0.0
RoW,Activity,"Collection, purification and distribution of water (41)",0.0,0.0,0.0,0.0,0.0,0.0
RoW,Activity,"Composting of food waste, incl. land application",0.0,0.0,0.0,0.0,0.0,0.0
RoW,Activity,"Composting of paper and wood, incl. land application",0.0,0.0,0.0,0.0,0.0,0.0
RoW,Activity,Computer and related activities (72),0.0,0.0,0.0,0.0,0.0,0.0
RoW,Activity,Construction (45),0.0,0.0,0.0,0.0,0.0,0.0
RoW,Activity,Copper production,0.0,0.0,0.0,0.0,0.0,0.0
RoW,Activity,Cultivation of cereal grains nec,0.0,0.0,0.0,0.0,0.0,0.0
RoW,Activity,Cultivation of crops nec,0.0,0.0,0.0,0.0,0.0,0.0
RoW,Activity,Cultivation of oil seeds,0.0,0.0,0.0,0.0,0.0,0.0
RoW,Activity,Cultivation of paddy rice,0.0,0.0,0.0,0.0,0.0,0.0
RoW,Activity,Cultivation of plant-based fibers,0.0,0.0,0.0,0.0,0.0,0.0
RoW,Activity,"Cultivation of sugar cane, sugar beet",0.0,0.0,0.0,0.0,0.0,0.0
RoW,Activity,"Cultivation of vegetables, fruit, nuts",0.0,0.0,0.0,0.0,0.0,0.0
RoW,Activity,Cultivation of wheat,0.0,0.0,0.0,0.0,0.0,0.0
RoW,Activity,Distribution and trade of electricity,0.0,0.0,0.0,0.0,0.0,0.0
RoW,Activity,Distribution of gaseous fuels through mains,0.0,0.0,0.0,0.0,0.0,0.0
RoW,Activity,Education (80),0.0,0.0,0.0,0.0,0.0,0.0
RoW,Activity,Extra-territorial organizations and bodies,0.0,0.0,0.0,0.0,0.0,0.0
RoW,Activity,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",0.0,0.0,0.0,0.0,0.0,0.0
RoW,Activity,"Extraction of natural gas and services related to natural gas extraction, excluding surveying",0.0,0.0,0.0,0.0,0.0,0.0
RoW,Activity,"Extraction, liquefaction, and regasification of other petroleum and gaseous materials",0.0,0.0,0.0,0.0,0.0,0.0
RoW,Activity,"Financial intermediation, except insurance and pension funding (65)",0.0,0.0,0.0,0.0,0.0,0.0
RoW,Activity,"Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing (05)",0.0,0.0,0.0,0.0,0.0,0.0
RoW,Activity,"Forestry, logging and related service activities (02)",0.0,0.0,0.0,0.0,0.0,0.0
RoW,Activity,Health and social work (85),0.0,0.0,0.0,0.0,0.0,0.0
RoW,Activity,Hotels and restaurants (55),0.0,0.0,0.0,0.0,0.0,0.0
RoW,Activity,Incineration of waste: Food,0.0,0.0,0.0,0.0,0.0,0.0
RoW,Activity,Incineration of waste: Metals and Inert materials,0.0,0.0,0.0,0.0,0.0,0.0
RoW,Activity,Incineration of waste: Oil/Hazardous waste,0.0,0.0,0.0,0.0,0.0,0.0
RoW,Activity,Incineration of waste: Paper,0.0,0.0,0.0,0.0,0.0,0.0
RoW,Activity,Incineration of waste: Plastic,0.0,0.0,0.0,0.0,0.0,0.0
RoW,Activity,Incineration of waste: Textiles,0.0,0.0,0.0,0.0,0.0,0.0
RoW,Activity,Incineration of waste: Wood,0.0,0.0,0.0,0.0,0.0,0.0
RoW,Activity,Inland water transport,0.0,0.0,0.0,0.0,0.0,0.0
RoW,Activity,"Insurance and pension funding, except compulsory social security (66)",0.0,0.0,0.0,0.0,0.0,0.0
RoW,Activity,Landfill of waste: Food,0.0,0.0,0.0,0.0,0.0,0.0
RoW,Activity,Landfill of waste: Inert/metal/hazardous,0.0,0.0,0.0,0.0,0.0,0.0
RoW,Activity,Landfill of waste: Paper,0.0,0.0,0.0,0.0,0.0,0.0
RoW,Activity,Landfill of waste: Plastic,0.0,0.0,0.0,0.0,0.0,0.0
RoW,Activity,Landfill of waste: Textiles,0.0,0.0,0.0,0.0,0.0,0.0
RoW,Activity,Landfill of waste: Wood,0.0,0.0,0.0,0.0,0.0,0.0
